acc_x,acc_y,acc_z,acc_dx,acc_dy,acc_dz,pothole,date
-0.117004,0.125854,0.398758,-0.122726,0.101959,0.374863,0,1595105873390
-0.019531,-0.020462,0.89389,0.097473,-0.146316,0.768036,0,1595105873492
-0.04805,0.05751,0.737976,-0.028519,0.077972,0.758438,0,1595105873595
0.054916,0.081909,0.339066,0.102966,0.024399,0.281556,0,1595105873696
0.068756,0.076172,-0.061111,0.01384,-0.005737,-0.14302,0,1595105873799
0.109695,-0.028748,-0.456375,0.040939,-0.10492,-0.532547,0,1595105873902
0.030533,0.048325,-0.105576,-0.079162,0.077073,-0.076828,0,1595105874004
0.00412,0.002594,0.764389,-0.026413,-0.045731,0.716064,0,1595105874106
-0.05925,-0.136185,-0.210861,-0.06337,-0.138779,-0.213455,0,1595105874209
-0.050125,-0.005508,0.293564,0.009125,0.130677,0.429749,0,1595105874311
0.11171,-0.036255,-0.030258,0.161835,-0.030747,-0.02475,0,1595105874434
0.055283,0.006454,-0.349396,-0.056427,0.042709,-0.313141,0,1595105874529
0.08342,0.065048,-0.268021,0.028137,0.058594,-0.274475,0,1595105874643
0.057037,0.04306,-0.741119,-0.026383,-0.021988,-0.806167,0,1595105874740
0.189682,0.042572,-0.325378,0.132645,-0.000488,-0.368438,0,1595105874863
-0.043808,0.104431,0.445679,-0.23349,0.061859,0.403107,0,1595105874950
0.077103,0.106796,0.063705,0.120911,0.002365,-0.040726,0,1595105875059
0.060715,0.015503,0.333313,-0.016388,-0.091293,0.226517,0,1595105875149
-0.04747,-0.081955,-0.25943,-0.108185,-0.097458,-0.274933,0,1595105875335
0.01709,0.096466,0.320312,0.06456,0.178421,0.402267,0,1595105875451
0.030334,0.038925,0.006927,0.013244,-0.057541,-0.089539,0,1595105875476
0.05542,-0.027405,-0.147827,0.025086,-0.06633,-0.186752,0,1595105875643
0.037933,-0.018295,-0.070068,-0.017487,0.00911,-0.042663,0,1595105875745
0.135818,-0.01355,-0.407471,0.097885,0.004745,-0.389176,0,1595105875847
0.045914,0.033768,-0.31926,-0.089904,0.047318,-0.30571,0,1595105875949
0.148926,-0.035706,0.240677,0.103012,-0.069474,0.206909,0,1595105876153
0.121353,0.078979,0.002808,-0.027573,0.114685,0.038514,0,1595105876467
0.18515,-0.05307,0.061859,0.063797,-0.132049,-0.01712,0,1595105876467
0.095886,0.007523,-0.156311,-0.089264,0.060593,-0.103241,0,1595105876480
0.037415,0.028076,-0.108871,-0.058471,0.020553,-0.116394,0,1595105876564
0.044617,0.027267,0.210556,0.007202,-0.000809,0.18248,0,1595105876578
0.084183,-0.050674,-0.127029,0.039566,-0.077941,-0.154296,0,1595105876690
-0.007309,0.075211,0.482361,-0.091492,0.125885,0.533035,0,1595105876802
0.011703,0.089828,-0.137558,0.019012,0.014617,-0.212769,0,1595105876974
0.117935,0.055237,0.42067,0.106232,-0.034591,0.330842,0,1595105877076
-0.053711,-0.001205,0.234558,-0.171646,-0.056442,0.179321,0,1595105877099
0.0961,0.032593,-0.187775,0.149811,0.033798,-0.18657,0,1595105877281
0.149689,0.083298,-0.636429,0.053589,0.050705,-0.669022,0,1595105877295
0.159256,0.004578,0.06749,0.009567,-0.07872,-0.015808,0,1595105877486
0.067841,-0.081207,-0.365799,-0.091415,-0.085785,-0.370377,0,1595105877588
0.10556,0.056641,-0.549698,0.037719,0.137848,-0.468491,0,1595105877691
0.119644,0.101334,0.28006,0.014084,0.044693,0.223419,0,1595105877793
-0.132385,-0.051926,-0.40004,-0.252029,-0.15326,-0.501374,0,1595105877895
-0.087051,-0.047241,0.334152,0.045334,0.004685,0.386078,0,1595105877999
-0.077576,-0.052078,-0.390717,0.009475,-0.004837,-0.343476,0,1595105878101
0.111328,0.040253,-0.547867,0.188904,0.092331,-0.495789,0,1595105878221
-0.020172,-0.006851,0.236832,-0.1315,-0.047104,0.196579,0,1595105878305
0.013565,0.190536,0.712082,0.033737,0.197387,0.718933,0,1595105878407
0.045532,0.168594,0.407425,0.031967,-0.021942,0.216889,0,1595105878510
0.017456,0.167328,-0.159912,-0.028076,-0.001266,-0.328506,0,1595105878612
-0.1082,0.012863,-0.80687,-0.125656,-0.154465,-0.974198,0,1595105878715
0.179382,-0.071655,-0.205338,0.287582,-0.084518,-0.218201,0,1595105878817
0.172165,0.196777,-0.283249,-0.007217,0.268432,-0.211594,0,1595105878919
0.13092,0.045334,0.040802,-0.041245,-0.151443,-0.155975,0,1595105879025
-0.146317,0.194748,0.407639,-0.277237,0.149414,0.362305,0,1595105879126
-0.036942,0.105347,0.500809,0.109375,-0.089401,0.306061,0,1595105879227
0.021347,0.046844,0.741577,0.058289,-0.058503,0.63623,0,1595105879329
0.042145,0.006744,-0.991211,0.020798,-0.0401,-1.038055,0,1595105879445
0.081741,0.106674,0.25473,0.039596,0.09993,0.247986,0,1595105879534
0.119751,0.00061,0.119751,0.03801,-0.106064,0.013077,0,1595105879761
0.249802,0.015472,0.264206,0.130051,0.014862,0.263596,0,1595105879841
0.054825,0.086349,0.276031,-0.194977,0.070877,0.260559,0,1595105879860
0.009033,0.169434,-0.321121,-0.045792,0.083085,-0.40747,0,1595105879964
-0.187332,0.055496,-0.277191,-0.196365,-0.113938,-0.446625,0,1595105880147
0.130081,0.157684,0.463394,0.317413,0.102188,0.407898,0,1595105880250
-0.02153,-0.00267,-0.461639,-0.151611,-0.160354,-0.619323,0,1595105880353
0.059738,0.12648,0.327225,0.081268,0.12915,0.329895,0,1595105880456
-0.024551,0.090622,-0.129227,-0.084289,-0.035858,-0.255707,0,1595105880584
-0.011719,0.040314,0.033234,0.012832,-0.050308,-0.057388,0,1595105880683
0.120804,0.067017,0.330353,0.132523,0.026703,0.290039,0,1595105880762
0.00885,0.049179,-0.029602,-0.111954,-0.017838,-0.096619,0,1595105880865
0.135712,0.02919,-0.212067,0.126862,-0.019989,-0.261246,0,1595105880980
0.078033,0.080276,-0.182266,-0.057679,0.051086,-0.211456,0,1595105881070
-0.04245,-0.023026,-0.283966,-0.120483,-0.103302,-0.364242,0,1595105881172
0.11055,0.159912,0.273926,0.153,0.182938,0.296952,0,1595105881274
0.039032,0.134277,0.359711,-0.071518,-0.025635,0.199799,0,1595105881377
0.126297,0.001831,0.053207,0.087265,-0.132446,-0.08107,0,1595105881479
-0.031799,0.053787,-0.353424,-0.158096,0.051956,-0.355255,0,1595105881582
-0.027908,0.202866,0.129501,0.003891,0.149079,0.075714,0,1595105881684
0.03511,0.06871,-0.164963,0.063018,-0.134156,-0.367829,0,1595105881810
-0.084396,-0.199158,-0.625916,-0.119506,-0.267868,-0.694626,0,1595105881899
0.001511,0.338638,0.530869,0.085907,0.537796,0.730027,0,1595105882104
-0.047195,-0.024353,0.680588,-0.048706,-0.362991,0.34195,0,1595105882196
-0.074631,0.037415,0.760223,-0.027436,0.061768,0.784576,0,1595105882298
0.010864,0.157288,0.655457,0.085495,0.119873,0.618042,0,1595105882331
-0.139389,0.143585,0.3535,-0.150253,-0.013703,0.196212,0,1595105882434
-0.190048,0.108475,0.248016,-0.050659,-0.03511,0.104431,0,1595105882525
-0.081055,0.080185,-0.472046,0.108993,-0.02829,-0.580521,0,1595105882632
-0.060135,0.341339,0.943527,0.02092,0.261154,0.863342,0,1595105882738
0.018875,0.184601,0.85524,0.07901,-0.156738,0.513901,0,1595105882913
-0.012314,0.095596,0.853745,-0.031189,-0.089005,0.669144,0,1595105882935
-0.030609,0.152496,0.452423,-0.018295,0.0569,0.356827,0,1595105883117
0.046539,-0.024231,-0.254532,0.077148,-0.176727,-0.407028,0,1595105883220
-0.004929,0.134903,0.084625,-0.051468,0.159134,0.108856,0,1595105883261
-0.115143,-0.014053,-0.266006,-0.110214,-0.148956,-0.400909,0,1595105883359
-0.041168,0.075668,0.569855,0.073975,0.089721,0.583908,0,1595105883543
0.018753,0.141006,0.113083,0.059921,0.065338,0.037415,0,1595105883628
0.084854,0.170685,0.620361,0.066101,0.029679,0.479355,0,1595105883732
-0.022034,0.353119,-0.067154,-0.106888,0.182434,-0.237839,0,1595105883834
0.006332,0.467316,-1.337189,0.028366,0.114197,-1.690308,1,1595105883937
-0.072342,0.184982,-0.429153,-0.078674,-0.282334,-0.896469,1,1595105884060
0.139435,0.296005,0.218765,0.211777,0.111023,0.033783,1,1595105884142
-0.122971,0.214905,-1.20401,-0.262406,-0.0811,-1.500015,1,1595105884244
0.08017,0.027206,0.696671,0.203141,-0.187699,0.481766,1,1595105884359
-0.120941,0.065216,0.281677,-0.201111,0.03801,0.254471,1,1595105884471
-0.024673,0.100403,-0.200104,0.096268,0.035187,-0.26532,1,1595105884551
-0.077621,0.03508,-0.099243,-0.052948,-0.065323,-0.199646,1,1595105884673
0.04245,-0.021515,0.394501,0.120071,-0.056595,0.359421,1,1595105884858
-0.36467,-0.02182,-0.21048,-0.40712,-0.000305,-0.188965,1,1595105884871
0.157944,-0.064713,0.245209,0.522614,-0.042893,0.267029,1,1595105884981
0.030487,0.085754,-0.208755,-0.127457,0.150467,-0.144042,1,1595105885148
-0.201065,0.25621,-2.047729,-0.231552,0.170456,-2.133483,1,1595105885201
-0.290741,0.072235,0.877426,-0.089676,-0.183975,0.621216,1,1595105885302
-0.100922,-0.02327,-0.377594,0.189819,-0.095505,-0.449829,1,1595105885574
-0.189468,-0.10173,-0.619797,-0.088546,-0.07846,-0.596527,1,1595105885574
-0.134842,-0.111359,0.625671,0.054626,-0.009629,0.727401,0,1595105885783
0.131836,-0.009171,-0.008011,0.266678,0.102188,0.103348,0,1595105885783
0.113968,0.060608,-0.048599,-0.017868,0.069779,-0.039428,0,1595105885984
0.04512,0.084976,-0.484207,-0.068848,0.024368,-0.544815,0,1595105885998
-0.034912,0.025772,0.971741,-0.080032,-0.059204,0.886765,0,1595105886176
0.164169,0.012329,-0.300476,0.199081,-0.013443,-0.326248,0,1595105886189
0.06221,-0.025742,-0.46904,-0.101959,-0.038071,-0.481369,0,1595105886323
-0.007385,0.044586,0.385712,-0.069595,0.070328,0.411454,0,1595105886413
0.072357,-0.009125,0.130356,0.079742,-0.053711,0.08577,0,1595105886617
0.167358,0.023392,0.147675,0.095001,0.032517,0.1568,0,1595105886687
0.12706,0.012726,-0.013123,-0.040298,-0.010666,-0.036515,0,1595105886804
0.199631,-0.036072,-0.529053,0.072571,-0.048798,-0.541779,0,1595105886822
0.110611,-0.007889,-0.447662,-0.08902,0.028183,-0.41159,0,1595105887111
0.042084,-0.037567,-0.287796,-0.068527,-0.029678,-0.279907,0,1595105887111
-0.09671,-0.022293,-0.114349,-0.138794,0.015274,-0.076782,0,1595105887213
-0.066055,-0.038818,-0.1633,0.030655,-0.016525,-0.141007,0,1595105887240
-0.066574,-0.048874,-0.44104,-0.000519,-0.010056,-0.402222,0,1595105887417
-0.113937,-0.001099,0.003647,-0.047363,0.047775,0.052521,0,1595105887461
-0.028152,-0.051483,-0.19838,0.085785,-0.050384,-0.197281,0,1595105887596
0.117798,0.07785,-0.241989,0.14595,0.129333,-0.190506,0,1595105887663
-0.033096,0.062103,-0.284729,-0.150894,-0.015747,-0.362579,0,1595105887827
0.006699,-0.064606,-0.420822,0.039795,-0.126709,-0.482925,0,1595105887861
0.013397,-0.03009,-0.632751,0.006698,0.034516,-0.568145,0,1595105887989
-0.007675,-0.027267,-0.185547,-0.021072,0.002823,-0.155457,0,1595105888165
-0.010529,0.012177,-0.090836,-0.002854,0.039444,-0.063569,0,1595105888291
-0.028122,-0.072876,0.339127,-0.017593,-0.085053,0.32695,0,1595105888340
-0.041077,-0.134903,0.231461,-0.012955,-0.062027,0.304337,0,1595105888473
-0.103378,-0.063293,-0.333221,-0.062301,0.07161,-0.198318,0,1595105888522
0.160599,-0.034668,0.533752,0.263977,0.028625,0.597045,0,1595105888672
-0.013245,-0.057724,0.037827,-0.173844,-0.023056,0.072495,0,1595105888763
-0.090698,0.000107,0.260529,-0.077453,0.057831,0.318253,0,1595105888848
0.090073,-0.041504,-0.066086,0.180771,-0.041611,-0.066193,0,1595105888954
-0.002747,0.027542,-0.140976,-0.09282,0.069046,-0.099472,0,1595105889085
-0.032532,-0.013718,0.207886,-0.029785,-0.04126,0.180344,0,1595105889261
-0.0504,0.006424,-0.048431,-0.017868,0.020142,-0.034713,0,1595105889363
-0.035431,-0.005981,0.222092,0.014969,-0.012405,0.215668,0,1595105889381
-0.075668,-0.005768,0.220016,-0.040237,0.000213,0.225997,0,1595105889568
0.065399,0.010468,-0.33313,0.141067,0.016236,-0.327362,0,1595105889588
0.070297,-0.041702,0.160004,0.004898,-0.05217,0.149536,0,1595105889692
-0.002441,0.036011,0.266052,-0.072738,0.077713,0.307754,0,1595105889875
0.000076,-0.144547,-0.268738,0.002517,-0.180558,-0.304749,0,1595105889898
0.004105,0.114105,0.586823,0.004029,0.258652,0.73137,0,1595105890081
0.013199,-0.057007,0.528564,0.009094,-0.171112,0.414459,0,1595105890111
0.027618,-0.122665,0.65094,0.014419,-0.065658,0.707947,0,1595105890222
-0.070541,0.006805,0.2883,-0.098159,0.12947,0.410965,0,1595105890388
-0.152115,0.033539,0.36618,-0.081574,0.026734,0.359375,0,1595105890491
-0.129593,0.035034,0.205902,0.022522,0.001495,0.172363,0,1595105890592
-0.128906,0.018875,0.249222,0.000687,-0.016159,0.214188,0,1595105890695
-0.11319,0.12323,0.734711,0.015716,0.104355,0.715836,0,1595105890797
0.071289,0.03006,0.767181,0.184479,-0.09317,0.643951,0,1595105890900
-0.040833,0.022171,0.093536,-0.112122,-0.007889,0.063476,0,1595105891021
0.00563,0.032104,0.996216,0.046463,0.009933,0.974045,0,1595105891105
0.027374,0.090103,-0.332718,0.021744,0.057999,-0.364822,0,1595105891221
0.072556,-0.06636,-0.275925,0.045182,-0.156463,-0.366028,0,1595105891334
0.079407,-0.06723,-0.330688,0.006851,-0.00087,-0.264328,0,1595105891412
-0.124649,-0.037445,-1.288315,-0.204056,0.029785,-1.221085,0,1595105891518
-0.060791,-0.246506,0.03537,0.063858,-0.209061,0.072815,0,1595105891617
-0.015594,0.005341,-0.20134,0.045197,0.251847,0.045166,0,1595105891732
-0.01503,0.022446,0.516754,0.000564,0.017105,0.511413,0,1595105891822
0.047302,0.064896,-0.199997,0.062332,0.04245,-0.222443,0,1595105891924
-0.062531,-0.120712,0.105698,-0.109833,-0.185608,0.040802,0,1595105892538
0.113113,0.122406,-0.003555,0.175644,0.243118,0.117157,0,1595105892538
0.025696,0.036163,0.303406,-0.087417,-0.086243,0.181,0,1595105892538
0.056412,-0.026688,-0.892426,0.030716,-0.062851,-0.928589,0,1595105892641
-0.041183,-0.016617,0.573105,-0.097595,0.010071,0.599793,0,1595105892641
0.080032,0.056122,0.109177,0.121215,0.072739,0.125794,0,1595105892743
0.00386,-0.003189,0.9711,-0.076172,-0.059311,0.914978,0,1595105892743
-0.071274,-0.030258,0.14476,-0.075134,-0.027069,0.147949,0,1595105892781
0.016327,0.029724,0.998169,0.087601,0.059982,1.028427,0,1595105892879
0.001068,-0.127106,-0.546341,-0.015259,-0.15683,-0.576065,0,1595105892983
0.142319,0.02153,0.01178,0.141251,0.148636,0.138886,0,1595105893152
0.008301,0.034058,-0.33345,-0.134018,0.012528,-0.35498,0,1595105893254
-0.054092,-0.007309,-0.352325,-0.062393,-0.041367,-0.386383,0,1595105894056
0.067032,0.03447,-0.11937,0.121124,0.041779,-0.112061,0,1595105894056
0.016998,0.005081,0.484436,-0.050034,-0.029389,0.449966,0,1595105894056
0.045975,0.013306,0.334259,0.028977,0.008225,0.329178,0,1595105894056
-0.045609,0.088303,-0.53775,-0.091584,0.074997,-0.551056,0,1595105894056
0.003479,0.055344,-0.642899,0.049088,-0.032959,-0.731202,0,1595105894056
-0.122452,0.022446,-0.125671,-0.125931,-0.032898,-0.181015,0,1595105894056
-0.087189,-0.024216,0.079208,0.035263,-0.046662,0.056762,0,1595105894074
-0.135666,0.021881,-0.444839,-0.048477,0.046097,-0.420623,0,1595105894193
-0.149231,0.050674,0.141327,-0.013565,0.028793,0.119446,0,1595105894302
-0.007492,0.016052,-0.292648,0.141739,-0.034622,-0.343322,0,1595105894393
0.217209,0.110519,0.570679,0.224701,0.094467,0.554627,0,1595105894586
-0.011475,-0.027954,-1.194412,-0.228684,-0.138473,-1.304931,0,1595105894602
0.023682,0.134521,0.088867,0.035157,0.162475,0.116821,0,1595105894708
-0.083954,0.165649,0.543472,-0.107636,0.031128,0.408951,0,1595105894830
-0.323105,0.289032,-0.028992,-0.239151,0.123383,-0.194641,1,1595105894995
-0.347672,0.003342,0.590393,-0.024567,-0.28569,0.301361,1,1595105895025
0.219772,-0.242355,0.513474,0.567444,-0.245697,0.510132,1,1595105895200
0.178299,0.182449,-1.12915,-0.041473,0.424804,-0.886795,1,1595105895303
-0.043854,-0.059616,0.335449,-0.222153,-0.242065,0.153,1,1595105895406
0.384232,-0.07901,0.024139,0.428086,-0.019394,0.083755,1,1595105895535
0.172943,0.277054,0.568512,-0.211289,0.356064,0.647522,1,1595105895611
-0.054977,0.371674,0.081696,-0.22792,0.09462,-0.195358,1,1595105895713
0.136902,-0.01152,-0.944168,0.191879,-0.383194,-1.315842,1,1595105895815
0.191025,0.076935,0.247406,0.054123,0.088455,0.258926,1,1595105895918
0.031281,0.113586,0.960114,-0.159744,0.036651,0.883179,1,1595105896020
-0.101868,0.149918,-1.269089,-0.133149,0.036332,-1.382675,0,1595105896123
-0.242996,-0.014557,0.110413,-0.141128,-0.164475,-0.039505,0,1595105896253
0.02298,-0.037888,-0.326584,0.265976,-0.023331,-0.312027,0,1595105896352
0.044846,0.138702,0.58403,0.021866,0.17659,0.621918,0,1595105896448
0.076096,0.0457,-0.476685,0.03125,-0.093002,-0.615387,0,1595105896550
0.07634,-0.017654,-0.027832,0.000244,-0.063354,-0.073532,0,1595105896736
-0.001465,0.034637,0.392853,-0.077805,0.052291,0.410507,0,1595105896757
-0.052444,0.063599,-0.02211,-0.050979,0.028962,-0.056747,0,1595105896862
-0.081802,0.102448,0.07605,-0.029358,0.038849,0.012451,0,1595105896972
-0.15152,-0.02417,-0.334503,-0.069718,-0.126618,-0.436951,0,1595105897080
-0.030975,0.071808,-0.217148,0.120545,0.095978,-0.192978,0,1595105897249
-0.112549,0.005966,0.507721,-0.081574,-0.065842,0.435913,0,1595105897351
0.015839,-0.120193,-0.403549,0.128388,-0.126159,-0.409515,0,1595105897454
-0.077042,-0.05896,-0.105682,-0.092881,0.061233,0.014511,0,1595105897556
-0.004425,0.050598,0.320251,0.072617,0.109558,0.379211,0,1595105897659
0.069092,-0.08728,-0.12677,0.073517,-0.137878,-0.177368,0,1595105897761
0.048523,-0.028259,0.251923,-0.020569,0.059021,0.339203,0,1595105897863
-0.009918,-0.065414,0.180588,-0.058441,-0.037155,0.208847,0,1595105897966
0.039322,0.023956,-0.527832,0.04924,0.08937,-0.462418,0,1595105898171
0.087677,-0.048828,-0.076111,0.048355,-0.072784,-0.100067,0,1595105898183
0.072723,0.024063,-0.113251,-0.014954,0.072891,-0.064423,0,1595105898294
0.142654,-0.081055,-0.734772,0.069931,-0.105118,-0.758835,0,1595105898477
0.052948,-0.021774,0.302673,-0.089706,0.059281,0.383728,0,1595105898508
-0.074524,-0.001282,0.907272,-0.127472,0.020492,0.929046,0,1595105898589
0.156281,-0.017242,-0.232483,0.230805,-0.01596,-0.231201,0,1595105898711
0.13028,-0.073914,-0.100876,-0.026001,-0.056672,-0.083634,0,1595105898887
-0.060486,-0.066971,0.342453,-0.190766,0.006943,0.416367,0,1595105899013
0.077332,-0.035919,-0.022842,0.137818,0.031052,0.044129,0,1595105899093
0.118591,-0.047241,-0.877686,0.041259,-0.011322,-0.841767,0,1595105899136
0.301071,-0.103775,0.220779,0.18248,-0.056534,0.26802,0,1595105899296
0.223328,-0.022125,-0.18811,-0.077743,0.08165,-0.084335,0,1595105899398
0.042542,-0.051758,0.350449,-0.180786,-0.029633,0.372574,0,1595105899501
0.152191,-0.00975,-0.093033,0.109649,0.042008,-0.041275,0,1595105899604
0.123749,-0.042969,0.342804,-0.028442,-0.033219,0.352554,0,1595105899707
0.120789,0.013992,-0.00621,-0.00296,0.056961,0.036759,0,1595105899809
0.138916,-0.106323,0.183334,0.018127,-0.120315,0.169342,0,1595105899925
-0.086334,0.187454,-0.76239,-0.22525,0.293777,-0.656067,0,1595105900014
-0.057144,0.156937,0.645248,0.02919,-0.030517,0.457794,0,1595105900143
0.052124,0.040176,-0.437866,0.109268,-0.116761,-0.594803,0,1595105900232
0.001205,0.056763,0.535141,-0.050919,0.016587,0.494965,0,1595105900351
-0.092026,-0.023941,-0.117508,-0.093231,-0.080704,-0.174271,0,1595105900455
0.008652,0.003662,0.986664,0.100678,0.027603,1.010605,0,1595105900567
-0.132446,0.028458,0.150055,-0.141098,0.024796,0.146393,0,1595105900730
0.007019,-0.103745,0.495651,0.139465,-0.132203,0.467193,0,1595105900766
-0.052689,-0.175354,-0.177567,-0.059708,-0.071609,-0.073822,1,1595105900849
-0.069717,0.012314,0.899368,-0.017028,0.187668,1.074722,1,1595105901036
0.391083,-0.21286,-0.093384,0.4608,-0.225174,-0.105698,1,1595105901069
0.027832,0.089569,0.842606,-0.363251,0.302429,1.055466,1,1595105901243
-0.387283,-0.318375,0.358475,-0.415115,-0.407944,0.268906,1,1595105901285
0.023071,0.042191,1.090271,0.410354,0.360566,1.408646,1,1595105901446
0.578827,-0.461121,0.157257,0.555756,-0.503312,0.115066,1,1595105901548
0.85553,0.027191,-5.257584,0.276703,0.488312,-4.796463,1,1595105901651
0.111832,0.18631,-0.779739,-0.743698,0.159119,-0.80693,1,1595105901754
-0.061905,0.259018,0.574829,-0.173737,0.072708,0.388519,1,1595105901878
-0.522491,-0.263733,-0.279541,-0.460586,-0.522751,-0.538559,1,1595105901959
-0.319672,-1.773346,-3.875275,0.202819,-1.509613,-3.611542,1,1595105902061
0.001099,-0.010803,0.920212,0.320771,1.762543,2.693558,1,1595105902164
0.013077,-0.018723,1.059677,0.011978,-0.00792,1.07048,1,1595105902266
0.000214,0.003387,1.007217,-0.012863,0.02211,1.02594,1,1595105902383
-0.313248,0.300232,-0.232086,-0.313462,0.296845,-0.235473,1,1595105902573
0.234116,-0.186783,0.226044,0.547364,-0.487015,-0.074188,1,1595105902612
-0.131622,-0.021896,-0.371613,-0.365738,0.164887,-0.18483,1,1595105903085
-0.176117,0.203415,0.344559,-0.044495,0.225311,0.366455,0,1595105903392
0.091248,0.022507,-0.941071,0.267365,-0.180908,-1.144486,0,1595105903495
-0.035187,0.074097,0.376297,-0.126435,0.05159,0.35379,0,1595105903508
-0.026718,0.023407,0.617996,0.008469,-0.05069,0.543899,0,1595105903611
0.066895,0.076675,-0.417465,0.093613,0.053268,-0.440872,0,1595105903611
-0.286942,0.197266,-0.599014,-0.353837,0.120591,-0.675689,0,1595105903700
0.231247,0.216507,0.074295,0.518189,0.019241,-0.122971,0,1595105903700
0.001068,0.059769,-0.149399,-0.230179,-0.156738,-0.365906,0,1595105903700
-0.079224,0.015747,0.74852,-0.080292,-0.044022,0.688751,0,1595105903817
-0.145538,0.216171,-0.313293,-0.066314,0.200424,-0.32904,0,1595105903817
-0.042709,0.025436,0.753006,0.102829,-0.190735,0.536835,0,1595105904007
-0.278091,-0.043411,0.811447,-0.235382,-0.068847,0.786011,0,1595105904247
0.228745,0.307892,-1.443146,0.506836,0.351303,-1.399735,0,1595105904514
0.150482,0.028015,0.743271,-0.078263,-0.279877,0.435379,0,1595105904514
-0.107468,-0.033554,1.106155,-0.25795,-0.061569,1.07814,0,1595105904514
0.071655,-0.00444,0.819138,0.179123,0.029114,0.852692,0,1595105904514
0.096756,0.192307,0.762451,0.025101,0.196747,0.766891,0,1595105904535
-0.01442,-0.03302,0.944412,-0.111176,-0.225327,0.752105,0,1595105904622
-0.242065,-0.051086,0.504883,-0.227645,-0.018066,0.537903,0,1595105904734
-0.329758,-0.004807,-0.498428,-0.087693,0.046279,-0.447342,1,1595105904826
-0.049911,0.19812,-1.018646,0.279847,0.202927,-1.013839,1,1595105904929
0.31926,-0.018906,0.507126,0.369171,-0.217026,0.309006,1,1595105905043
-0.077469,0.038879,0.834763,-0.396729,0.057785,0.853669,1,1595105905134
0.082932,0.051804,-0.394684,0.160401,0.012925,-0.433563,1,1595105905237
0.110489,-0.052032,-0.029205,0.027557,-0.103836,-0.081009,1,1595105905338
0.009903,-0.022202,0.816895,-0.100586,0.02983,0.868927,1,1595105905459
-0.227905,0.185226,0.25322,-0.237808,0.207428,0.275422,1,1595105905582
0.191864,0.074051,-0.522339,0.419769,-0.111175,-0.707565,1,1595105905660
0.127945,0.096436,-0.395691,-0.063919,0.022385,-0.469742,0,1595105905767
-0.026016,0.015488,1.094513,-0.153961,-0.080948,0.998077,0,1595105905881
-0.01265,-0.009155,0.19133,0.013366,-0.024643,0.175842,0,1595105906055
0.005661,0.091049,-0.087036,0.018311,0.100204,-0.077881,0,1595105906089
-0.080551,0.084915,-0.266571,-0.086212,-0.006134,-0.35762,0,1595105906260
0.058289,0.020294,-0.214264,0.13884,-0.064621,-0.299179,0,1595105906597
-0.006897,0.011887,1.122528,-0.065186,-0.008407,1.102234,0,1595105906607
-0.17392,-0.035477,0.140854,-0.167023,-0.047364,0.128967,0,1595105906772
0.140198,0.001846,-0.221054,0.314118,0.037323,-0.185577,0,1595105906790
-0.063248,-0.101166,-0.673798,-0.203446,-0.103012,-0.675644,0,1595105906878
0.057983,-0.072159,0.447449,0.121231,0.029007,0.548615,0,1595105906889
-0.002106,0.219513,-0.066833,-0.060089,0.291672,0.005326,0,1595105906977
-0.108734,0.008026,0.581375,-0.106628,-0.211487,0.361862,0,1595105907080
-0.049988,0.035782,0.683655,0.058746,0.027756,0.675629,0,1595105907182
-0.11261,0.137863,0.31102,-0.062622,0.102081,0.275238,0,1595105907302
0.106125,0.074966,-0.014236,0.218735,-0.062897,-0.152099,0,1595105907409
0.082687,0.069168,-0.129318,-0.023438,-0.005798,-0.204284,0,1595105907502
0.09024,0.021042,-0.207321,0.007553,-0.048126,-0.276489,0,1595105907618
0.144745,0.052002,-0.113892,0.054505,0.03096,-0.134934,0,1595105907732
0.034225,-0.010147,-0.367386,-0.11052,-0.062149,-0.419388,0,1595105907823
-0.067139,0.016968,-0.299622,-0.101364,0.027115,-0.289475,0,1595105907938
0.047058,-0.05043,-0.332214,0.114197,-0.067398,-0.349182,0,1595105908010
0.025696,0.020386,0.420624,-0.021362,0.070816,0.471054,0,1595105908205
0.042282,-0.037552,-0.715012,0.016586,-0.057938,-0.735398,0,1595105908240
0.151535,-0.020844,-0.089584,0.109253,0.016708,-0.052032,0,1595105908410
0.093811,0.043121,0.320175,-0.057724,0.063965,0.341019,0,1595105908512
-0.037445,-0.044327,0.681885,-0.131256,-0.087448,0.638764,0,1595105908553
0.183243,-0.014282,-0.316772,0.220688,0.030045,-0.272445,0,1595105908630
-0.105789,0.016388,-0.339355,-0.289032,0.03067,-0.325073,0,1595105908757
-0.105042,-0.028671,-0.206131,0.000747,-0.045059,-0.222519,0,1595105908858
-0.066635,0.037018,-0.110352,0.038407,0.065689,-0.081681,0,1595105908937
-0.104233,0.055176,0.837494,-0.037598,0.018158,0.800476,0,1595105909145
0.036606,0.030106,0.074692,0.140839,-0.02507,0.019516,0,1595105909332
-0.018341,0.060272,0.280029,-0.054947,0.030166,0.249923,0,1595105909448
-0.132828,-0.024124,0.757156,-0.114487,-0.084396,0.696884,0,1595105909537
-0.013611,-0.050888,-0.050415,0.119217,-0.026764,-0.026291,0,1595105909537
-0.055847,0.119431,0.368942,-0.042236,0.170319,0.41983,0,1595105909639
-0.007446,0.039047,0.354721,0.048401,-0.080384,0.23529,0,1595105909742
0.115295,-0.022034,0.5121,0.122741,-0.061081,0.473053,0,1595105909844
